text,reason,label
can you give me indonesian language ?,app takes too much memory space,0.0
"i see an approval error, but what is the problem?",break room feature is not available on mobile version,0.0
i can not register and unmute the conference,want to connect to the conference,0.0
there is no ukrainian flag in emoji,desktop version is bad,0.0
"the app is terrible, do not download this discord mess a billion times better!",sound is disabled by default,0.0
so you can delete your posts,app is bad for time management,0.0
the quality of the images is not good.,app downloading is too late,0.0
does not work properly on windows 11,want to login and unable to get virtual background option,0.0
"but sometimes the screen flickers, the screen freezes, or i can not see any activity at all.",want to log in and sign up for membership,0.0
he will not let me put filters,want to own a laptop,0.0
"this app is one of the most modern ""facetime"" apps.",want to remove video option,0.0
do not pin videos when someone is sharing the screen (can not pin anyone while someone is sharing screen),want to find app on playstore,0.0
love it keeping in touch with family,virtual baground is not working,0.0
zoom is comparatively good in terms of ui and features.,want spanish language support,0.0
please tell how to connect audio with bluetooth speaker in android.its not connecting,want to synchronize,0.0
but 1 - you can not delete zoom chat messages,app performance needs improvement,0.0
in my phone i am not getting background features,advertisements are bad,0.0
"when using this application, the device is very hot.",unable to connect to internet,0.0
can not record audio .,want to use exclusive skins,0.0
i am not getting the blur option,video quality is good,0.0
"i have online classes and since a few days, this app is not working properly.",want to play in cooperative mode,0.0
worst ping issue in this app,want to change two factor authentication settings and authenticator app,0.0
i forgot how to create a link,app screen sharing feature is slow,0.0
it take high speed network.very bad app,unable to view live matches,0.0
your data is not safe on this app.,want to record points,0.0
it makes remote meetings easier,switching the session between devices,0.0
"he often does not let me into the confib because i allegedly write an incorrect config code, although everything is correct",ads are annoying,0.0
it sucks with bad xd graphics,want update notifications in advance,0.0
so basically when i try to add contacts it does not work,app is not working frequently,0.0
i can not find the background settings when i update it,video and audio do not sync,0.0
there is the ability to switch from computer to phone.,want animated profile picture,0.0
"please update this, so that face filters work on things like ipad minis and such.",want to turn on the phone,0.0
"sign in with sso is not working, ios 15.4",video freezes,0.0
will not download from the appstore,want to contact in settings,0.0
the volume control is not working.,want to limit the audible alert when participant enters the waiting room,0.0
the audio settings to connect should be automatic.,want to get virtual background option and unable to join meetings,0.0
i never know what is the zoom password?,getting ads frequently,0.0
i too had problems after the update and could not fix it no matter what i tried!,want to exchange cards,0.0
unable to connect audio over cellular/wifi,want to register in zoom,0.0
for some reason i do not understand when the download reaches 100% i get a message that the application cannot be installed,disney plus is bad,0.0
my zoom cloud meeting is not download,unable to get next episode button,0.0
just needs a little bit more security,poor quality of product,0.0
please add an option to lock orientation of the screen or adjust it.,want to have more options on phone,0.0
"when i type my number in that zoom asks for, it tells me my number is incorrect.",want to enable original voice,0.0
"since the upgrade, i can not get into breakout room",not suitable for distance learning,0.0
no option for chating,poor quality of education,0.0
"this app is amazing,we can screen share also",want to change email address,0.0
but whenever teacher screen share sometimes it is blackscreen,android phone and android filter are bad,0.0
"there are other problems too like poor video quality, voice quality and connecting problems.",want a different picture setting for privacy,0.0
please note that share screen does not work in zoom with android.,app is not compatible on tablet,0.0
"finding it very difficult to download it, takes a lot of mb.",want to switch between computer and phone,0.0
when host removed me from the meeting i can not join please do something,unable to play video on espn+,0.0
good add more features,want to access account,0.0
how i set my profile pic at zoom,want to connect audio,0.0
"poor connection of both video and audio, inconvenience of use, can not register normally, constant crashes and freezes.",good quality of meetings,0.0
you should like the option that you can put wallpaper on cell phone,good for learning and for social meetings,0.0
i do not know how to download this video,want to lock a breakout room from inside,0.0
but it would be best if we had the option of sharing only sound through android devices as well.,app is slow and facing issues with audio,0.0
it would be interesting to be able to create a scheduled meeting,want to organize session rooms on ipad,0.0
i enter the identification code and give an error.,want to rotate slides properly,0.0
"if the desktop version can still be used at the very least, then the application is generally useless",want to change payment method,0.0
i try to log into a meeting the app says update,want to stop animal abuse,0.0
nice and easy to make a meetings.. hope everyone can know how to use this,unable to sign up for hulu,0.0
audio on the headset does not work,unable to hear audio after update,0.0
there is no touch up appearance option for android devices,unable to continue the episode,0.0
it is tough to understand the app,password is not working,0.0
i do not know how to enable co-host and is a bit laggy.,video recording quality is poor,0.0
i forget my password and tried to set new password via email,unable to download zoom app,0.0
why does it rotate even if you turn it off?,good for visiting loved ones,0.0
it does not have dark mode,want to write messages,0.0
the app is really good but the chat section is so bad.,unable to watch matches with subscription,0.0
"it is been 2 days, why is the zoom not working?",want to copy and paste password,0.0
and pls add virtual background for tabs,want anime content,0.0
good app but no background why ?,good for remote management,0.0
"my zoom app has refused to update even when there is data and network, and i have a very important zoom meeting to attend today, pls can you people help",want to record youtube video,0.0
my zoom app has not install plz hlp me,want to know why the review was deleted,0.0
very nice and clean graphic app,unable to auto play next episode,0.0
excellent online means of communication.,app throws me out of class,0.0
the video is regularly frozen,want double speed playback,0.0
why is the microphone turned on from the very beginning?,want to download from google,0.0
sometimes the screen freezes,test mode does not work,0.0
"although i wrote the conference number and the code correctly (which was sent over hundreds of networks), but it writes the wrong code.",want to use backgrounds,0.0
"with the app i can not share the sound at the time of screen sharing, they could help me.",unable to install app on android phone,0.0
unable to enter classes because of problem 104101,unable to load shows,0.0
"recently when I am running a macbook meeting, i can not share my ipad screen.",unable to watch live matches and movies,0.0
how do i increase the volume ?,facing error codes frequently,0.0
i was thinking maybe you could add a profile picture option for group chats as well,want to reduce the size of app,0.0
"i love zoom, but for the better, i think zoom should be for users to use on multiple devices.",app crashes when entering the app,0.0
and you can not share audio on the tablet?,voice is mute,0.0
i can not log in while updating!,want to connect from android,0.0
definitely recommend microsoft teams instead,want to know the status of the owl house season two,0.0
its not connecting to internet,unable to view video on hulu,0.0
how to save data or use less,facing connectivity issues and unable to pin in phone,0.0
but it has continued to charge me for subscription that i thought was canceled.,virtual background is not available in octacore processor,0.0
"even if i set the speaker volume to low, it sounds too high",greek language is absent,0.0
this app is very helpful to collaborate with friends welcome,unable to view ipl for free,0.0
"i am having problems finding my recording after i recorded a zoom meeting on my samsung tablet, please help me",want to use face filters on ipad,0.0
the desktop version is terrible since the last update.,want to get chat option,0.0
when I am in an important meeting i recommend adding a notification that reminds you when the new update will come,chat feature needs improvement,0.0
it would be nice if more users can be seen on the screen at once.,conference is crashing,0.0
can not hear videos or see videos,audio keeps going out of sync,0.0
great way for large groups to come together!!,worst application for students,0.0
shows error code very often,app security needs improvement,0.0
this app is very expensive to learn study online classes,app is splashed out while the network is good,0.0
it is the worst app for school students..,video quality needs improvement,0.0
it helps me a lot with regards to my spiritual needs.,videos download time is slow,0.0
"still does not allow choosing background filters from mobile devices, very inconvenient",want to hear audio on headset,0.0
bt i could not record my session via mobile,screen flickers on ipad,0.0
it works fine but sometimes the zoom server crashed i leave it to be fixed please,good for meeting loved ones,0.0
i can not talk in class,app has good content for whole family,0.0
"the quality of the meetings, both sound and image, are good.",unable to use hotstar on android tv,0.0
"many times the sound is not activated in the meeting, please correct it",want to record audio,0.0
"when i write the correct access code, it writes what is wrong and try again.",unable to join,0.0
i have not been able to enter the room,resetting did not work,0.0
i do not know how to enter a zoom meeting.,better than netflix,0.0
somehow it works better on cell phone than on my laptop,good background effects and good quality video,0.0
i can no longer pass classes,want to upload profile picture on ipad,0.0
there is a problem where i am not allowed to use zoom on mobile.,want to enter card information,0.0
does not want to register and cannot join the conference,want to download the app,0.0
will not connect on my new iphone 12,unable to communicate with customer service,0.0
not able to receive virtual call with physician office without connection issues!,unable to stream on chromecast,0.0
"zoom just withdraw money from my account without any notification, just an invoice of payment i did not make, they really need to stop that",want to change name,0.0
"just when I am about to join an important meeting, i can not access zoom because of a mere update..",unable to delete message in zoom chat,0.0
love the video sharing experience,troubleshooting did not help,0.0
"hope the developer optimizes the application better for this table line, and should update the language switch section in the application.",want to add profile picture when the camera is off,0.0
pls teach me how to change pfp on zoom,receiving error after entering correct identification code,0.0
before updating its nice but not now i have many connection issues after updating this app,screen becomes black except for the little man icon in center,0.0
very low quality meeting app.,zoom freezes the image and sounds,0.0
"not able to log in ,my account is locked",want to view virtual images after updating the app,0.0
but whenever i join the meeting and then if i want to go to other app then host voice is completely inaudible and after 2-3min it disconnected..,joining the meeting is time consuming,0.0
so i keep tapping and the unmute button still does not appear,unable to turn off subtitles,0.0
there should be a option of co host in android.,app is slow and mute button is unresponsive,0.0
but in android phone there is not available record option.,want to connect to camera,0.0
"i keep bouncing that my session has expired, but i hit some bugs and fix them",app locks up frequently,0.0
free fire can not be played in,difficult to download,0.0
"if you use it through the mobile app, you do not receive files from other people in the chat",want to increase meeting time limit,0.0
"i can not turn the sound off, i can not turn it on.",saved passcodes are not working,0.0
i could not download it to my tablet even though i had previously used it without problems.,want to use background and filters for android,0.0
how do i get to a conference if i can not log in?,unable to play highlights,0.0
better viber than zoom,unable to watch all content,0.0
"the application is just disgusting, it constantly lags the sound despite the fact that i have a samsung galaxy s21 phone!",skype is better,0.0
but you can do so that you can put an animated gif picture and not just a photo.,easy to use without having to memorize kuji,0.0
the truth is that my zoom is very good what i would like is to be able to put the profile picture,uploading video shows black screen,0.0
it is a very good application but it locks up and takes me out,account is deleted,0.0
but i give it 4 stars because they should correct the problem that when they take you out of a meeting it will not let you back in,poor reviews,0.0
it is not possible to have calls by other applications at the same time when you are connected to the zoom,screen sharing quality is good,0.0
"the graphics are very bad, and it takes time to load the skins",unable to use on moto g20,0.0
"you either have sound, microphone, or camera will refuse to turn on.",want to increase audio,0.0
so this app is horrible because people hack into it,total subscription amount is wasted,0.0
i hope that there is a pip mode.,want to use 3g network,0.0
the app is easy to use but sometimes my mic and camera does not work on zoom.,want to control audio from app,0.0
sound cuts in and out if more than one person speaks/makes noise at the same time.,good for yoga,0.0
i can not turn on video in the meeting.,unable to download and update,0.0
i try to join & screen goes black with the 4 squares showing only.,want to hear audio without headphones,0.0
suggestion can you also add an option where we can change or blur background in all android phones?,facing issues with downloads,0.0
"instead of sending the audio to my headphones, what i assume is the bluetooth option sends the audio to my phonecall speaker (I would have to hold the phone to my ear).",want to add photo,0.0
plans are very much expensive.,mic does not turn off after call is done,0.0
wish i could customize my background,good for group meeting,0.0
do not trust the privacy of this app.,uninstalled the app,0.0
provide screen recording features without permission of host,too many ads in app,0.0
there is a problem on bluetooth audio and device audio.,unable to login,0.0
"terrible app, not optimized, works terrible",unable to meet google,0.0
looking forward to adding the background to the zoom meeting,good for family and friends,0.0
this is a very helpful app for my online classes but it so lag and so much time taken for connection,app has audio and sound errors,0.0
not able to join any meeting smoothly after every minute my zoom disconnects and shows error,speaker is not working properly,0.0
and it keeps taking me out of my meeting,unable to use vpn,0.0
the microphone itself makes strange noises.,want to access chat room,0.0
add virtual green screen on android please,good for zoom,0.0
this app will not let me register with facebook or my google account.,call quality is good,0.0
it gives an error 403 and does not allow you to enter.,want to change background during video call,0.0
it is no longer compatible with my tablet,good for remote conferences,0.0
it is just that sometimes the transmission is interrupted.,want to go back after clicking on effects section,0.0
"the missions are difficult and confusing, you level up very slowly and you are lost all the time and the one who delivers the missions does not stop talking, the game is very bad.",easy to login for kids,0.0
it is impossible to write because the pen pressure is severely cut off and the lines are printed out sharply,want recording option in mobile,0.0
"interactive handwriting was the biggest merit, but i could not write it because it was blocked.",app is user-friendly,0.0
please remove the left and right flipping function.,app is not working,0.0
"i can not get panting because i use a supercomputer, but the zoom on my phone is a guggie computer",want to open virtual background,0.0
terrible quality of the transmission of the meetings.,want to put background on the app,0.0
please loosen or lower the age limit for zoom,want to connect to people,0.0
"the app is very good, but the decision to disable airplay and other screen mirroring devices was a terrible one.",app performance is bad,0.0
"overall, controls become more complex and difficult",camera is not working,0.0
after several downloads and removals the language of the app is still russian!,want to register for eucharist,0.0
"since then, i can not turn on the video well.",want to hear audio without filtering,0.0
audio problems are endless but what is really bothering you in the last week is that when i schedule a meeting through the mobile app it does not appear on the website's meeting list anymore!,poor organization of functions,0.0
"everything was fine before but now after i re-installed, it is not supported on my ios",app developers need to turn on sound when logging in,0.0
but i want my screen to be mirrored even when others see it.,want to login to meeting,0.0
i can not access any meeting links,want to get laptop charger,0.0
"if you use zoom on mobile (usually used with an ipad), the zoom participant screen will continue to blink in recent years.",battery consumption is high,0.0
i could not cancel the payment as scheduled.,want integration with password manager,0.0
please cancel the requested transaction.,hotspot is not working during peak hours,0.0
i am not able to share whiteboard from iphone.,good app for communication and learning,0.0
cannot use zoom as a vip paid user.,worst paid subscription service,0.0
"horrible, you do not have an icon to transmit screen (mirror),, horrible the application for that",want to fix error 1132 on ipad,0.0
"when i mirror in the video settings, the view i see is mirrored, but i can not mirror it to other participants; it is really uncomfortable!",app glitches frequently and takes up large memory space,0.0
"they can put the option to exit the application and continue to appear the video, as well as on the screen, there are some annoying bugs.",bad app for children,0.0
you should add more background and face stickers,do not want to use the app,0.0
"the pen does not work any more, can you tell me why ?",unable to open app since the last update,0.0
my invitees cannot join my meeting,want to delete virtual background,0.0
"it is a good app and i am happy for this app but please give the virtual background option on this ipad mini , please i am pleasing you to give the option.",want to add filters and backgrounds,0.0
the zoom is limited with time and it is very disruptive,receiving 403 error,0.0
also if we join from the browser sometimes the mic does not works.,getting ads despite paying for subscription,0.0
also it did not even have passcode as an option,ipad version needs improvement,0.0
quick simple to set up and value for money,want to find background settings,0.0
"this app has been helpful very much, but as a gamer i really need animated profile pictures up to 100mb size, this feature is helpful to people like me, and maybe some other people.",good app for screen sharing,0.0
"and as always we need more features for ipad and iphone like ""save contact name and number""
and also new backgrounds and filters.",unable to sync watched episodes,0.0
"when i checked the basic accessibility i found that there is no problem, but i could not find options for camera",want to change background view,0.0
we can not find what the meeting password is.,want 240p video quality,0.0
in iphone it far better battery performance..!!,app is slow and buffers a lot,0.0
extremely good interface and clear quality conferencing,want to download video,0.0
bad connection and can not pin in phone,good for live streaming,0.0
best wishes for more creativity to the team of developers.,app has terrible servers,0.0
web version is crap can not hear dicc ruined whole meeting so have to download this app,unable to create account with the app,0.0
"functionally things are great but the ui could be better, chat button is under a hidden menu although there is space on main screen.",want to update the app,0.0
monday's upgrade means i can no longer use zoom on my ipad and only through safari with limited features on my imac.,hard to use video,0.0
"on ipad member video views are very limited, and got very limited features.",zoom is unusable while driving a car,0.0
only problem. wish we could isolate each speaker in the break out room.,want to download the app from google play store,0.0
i want to be able to change the position of the camera box when zooming with a tablet or phone.,want to create a list of conferences and prepared templates,0.0
", you can at least add your own volume slider.",want to find zoom meetup,0.0
"the app is great and useful but could you add a feature where you can mute someone but for the other participants they can still hear that person, it would be very useful if it was added",zoom app is not connected to car bluetooth,0.0
can not get it to pair with hearing aids.,want to start a conference,0.0
can you please add background and video filter option to ipad air,want to adjust volume,0.0
the sound is constantly glictching!,meeting gets disconnected and unable to rejoin,0.0
"to whom it may concern
is it possible to have the translation simultaneously by splitting the screen in two",english translation is not correct,0.0
where to choose language,want to communicate with customer support,0.0
"split screen while conversing: if you change zoom from split screen to full screen, you might lose all audio control.",getting ads in middle of the movies,0.0
you can not change your mic setting while drawing on someone else's,app hangs up automatically,0.0
and there is making it impossible i need my account to cancelled as soon as possible,text is deleted,0.0
you need to have a better way to connect to people,unable to connect on mobile network,0.0
then the mic because sometimes when we want to open the mike we press camera and that is not fair at all so pls make the camera further then the mic.,unable to use hulu on phone,0.0
"would be even better if zoom could silence the computer notification sounds, like incoming emails.",good for interactions,0.0
how can you add a comment or well wishes?,unable to receive login code to sign in on tv,0.0
my keyboard and speaker lags.,different prices come every month,0.0
unable to upload file attachments in chat.,zoom class is disconnected and shows error,0.0
"i cannot enter ""zoom"" from the web page from my network tv (samsung), it does not support.",unable to adjust subtitles,0.0
:can you just add some more of backgrounds like:,microsoft teams is better,0.0
why no video backgrounds yet?,does not work on most devices,0.0
"it really annoys me, because in my account I am using i cannot change my name, or profile picture, and my name is completely different then my real one, and half my school does not know.",want to share screen on mobile,0.0
i can not open my voice disabled my image is enough either,phone screen sharing is slow,0.0
unable to enter the year of birth.,want to verify phone number,0.0
how do i get quality recordings?,want message recall function,0.0
"well after i set my account i was trying to joint my zoom meeting they kept on telling me ""switch account"" and they will not let me change my name and photo . not impressed",video freezes while playing,0.0
"when there is a problem, support is non-existent.",good audio and video connection,0.0
I am going into zoom you background to open my exam and my camera switches off automatically.,biometric recognition fails after enabling it in settings,0.0
"but every time your phone number could not be saved, please try again",poor quality of communication,0.0
"first off, the preveiws they put in the app store are so cringe.",need dark mode on ios,0.0
"screen share quality is horrible, 40p at the very most.",good apps for study and conference,0.0
"-files are being sent very slowly, even sometimes canceled.",want to remove shows from watchlist,0.0
when i click on the effects section i can not go back.,good for building relations through zoom,0.0
everyone says there is no support for turkish language translate from settings to turkish so simple or how did you not understand?,want to connect with others through zoom,0.0
"unfortunately, no sound on tv when i plug my ipad or iphone into an hdmi adapter.",want to remove russian language,0.0
weblink does not work on ipad browser(google),receiving incorrect phone number message,0.0
we also have to take notes on our ipads and can not take notes while splitting the screen because the space is too small for both writing and meeting to see anything!,app server goes down when trying to join class,0.0
all of a sudden it does not take the password which is working on mobile but not on ipad,app no longer supports bluetooth devices,0.0
why are account settings so inaccessible?,switch from laptop to phone without logging out,0.0
i want to change my 2fa settings and authenticator app,want to block calls while in zoom meeting,0.0
"unfortunately, no breakout rooms can be created from the iphone.",facing issues with audio,0.0
no participants can focus in breakout.,auto connect vpn while using app,0.0
as far as top but breakout rooms are missing.,app is glitchy on green screen background,0.0
i can not chat with my friends because i can not find the contact request button!,netflix and amazon are good,0.0
may i ask how to send pictures in messenges?,app crashing during ipl stream,0.0
"lots of features, but chat boxes keep blocking the presentation",unable to view subtitles clearly,0.0
disable mic in the settings but still feel switched on without pressing the mic,zoom is not convenient,0.0
still have not got a refund.,weblink does not work on ipad browser,0.0
"also, for the life of me, can not seem to find a way to add different backgrounds.",good for spiritual needs,0.0
fix password error and invalid id,sound quality is poor,0.0
please provide pip on ipad,platform has poor quality of content,0.0
it would be perfect to have more message recall function!! ',unable to watch movies after update,0.0
"video, sometimes audio as well, turns black intermittently when switching split view on ipad.",app is good to watch disney content,0.0
unpleasant reverse camera vcl,want to register for classes,0.0
it is in german - how can i switch to dutch or english please ?,want to copy paste chat,0.0
waste of time it does not even let you scan the code when you have code!,want to add blur option,0.0
"hi, i have black screen when i switch to see active speaker.",want to confirm account,0.0
expect the releasers to add settings hit wallpapers on ipad,app is better than microsoft teams,0.0
but the app sometime have a litle bit lag when my teacher share the screen and the video.,facing frequent issues with hulu,0.0
multiple code passes can not be entered.,want catalan language support,0.0
"network or network, video does not match the voice and screen.",unable to use on pixel devices,0.0
ipad 5 does not have the background.,unable to install app in mobile,0.0
but iphone 5 must have virtual background on the filter,improve the quality of communication,0.0
i can not take part in any class on my iphone and my ipad too.,phone calls drop all the time,0.0
i do not know how to cancel the service and the payment becomes automatic,good for creating a meeting room,0.0
"every time you go to the meeting or every time you learn online, you need to enter your password again.",netflix is better,0.0
"but the bad thing about this application is that the free version has a bad interface, in addition to the fact that you have to pay to have a pro version to be able to have a meeting of more than 40 minutes and better features.",app keeps logging out,0.0
how can i open a group?,facing issues with breakout rooms after latest update,0.0
"i do not know how to put the filters, nor do i know how to put the photos in the entrance when you turn off your camera.",pip is not working,0.0
"they have just set up a very annoying update with a terrible sound every time i tap on mute/unmute micro, and there is no way to disable that.",want to access text box,0.0
"after the last update, the interface completely changed and displayed in russian, in the settings there is no such option as ""language selection""",displaying incorrect password after entering correct password,0.0
can someone tell my how to start a call?,want to open the baby shower,0.0
"I am so sad, and light disappoint because this app on iphone do not have feature allows user to change background in meeting.",want to sign up for zoom,0.0
"app was easier than others, but i recommend you make an interface easier and have more time in meeting for the free version.",app is lagging,0.0
mirror mode is horrible,good for virtual gatherings,0.0
"i can not register, plus the lack of ukrainian language, please correct it and put a good assessment",crashes 50 times in a minute,0.0
"when a link is sent, it does not let you click and follow it.",want to do device check,0.0
the appt shuts down twice,audio is choppy,0.0
it would be awesome if you implemented native picture in picture mode for video calls so we can minimize the app while keeping a call on the screen,want data saver option,0.0
it is a good app but it does not let me enter what it says in the app store that it is for 4 years and older,want to get touch up appearance option for android,0.0
the application crashes a lot and i can not understand my meetings and also it takes a long time to let the meeting in please fix it,want to connect to app,0.0
it does not connect me with people to play minecraft does not work!,sound does not work on xiomi 10,0.0
zoom will not let me create sections and also will not let me start or subscribe,want to register with iphone,0.0
* and it is the one i use for everything but the sharing function is very limited and difficult i cannot share videos or the sound of the ipad among other things like on computers,want to join new meettings,0.0
it would help many students if when zooming out while in meeting the meeting is minimized in one part of the screen.,app performance is bad despite good internet,0.0
i need to reduce the size of the app because the current 15 gb device contains 16gb erase all unnecessary apps then many memories can not be deleted,facing delay when demonstrating computer window from 4k display to ipad,0.0
but. it will not let me put funds and filter,russian programmers are good,0.0
"ask zoom for 3-4 people, but we can not exchange cards",want to register with facebook or google,0.0
"when you try to log in through an institutional account, you enter a loop that ends 6 hours later without actually signing you in.",unable to use subtitles on chromecast,0.0
"i mainly use it for yoga lessons, but i can no longer turn off the center camera in the control center, and i can not capture the entire pose.",want to open a meeting without update the app,0.0
there is a bug that the zoom screen hardens on iphone xs (ios15.2.1).,unable to hear audio,0.0
I would like zoom to be able to work in background with picture in picture video like facetime does.,video freezes during live matches,0.0
"now, camera is instantly turned off when you put zoom on background.",connection error crashes,0.0
I would also love to be able to control remote screen from the ipad.,unable to view all movies,0.0
"the question is why i can not save a list of meetings i can connect to on the main screen, with the ability to name this meeting.",network is overloaded,0.0
"resolve the issue of maintaining a list of conferences, prepared templates",want to take the class,0.0
should not there be an upgrade to pro button hanging around somewhere?,want to preview video,0.0
i do not understand why guys write bad reviews!,sound is rattling,0.0
switching between devices with a single account is very convenient.,want to use chat background,0.0
why can not i make use of a whiteboard.,want to update backgrounds,0.0
"the notification bell keeps going on during the meeting, it rings when a person joins or leaves which disturbs the meeting.",want to play because cell is locked,0.0
"the bell is not necessary, it is okay to leave a banner on the screen but not a bell every time someone joins.",want to view shared screen,0.0
add pip picture-in-picture support for iphones,image quality needs improvement,0.0
"support does not work, there is no way to fix it in the settings.",good for spiritual meetings,0.0
"dear zoom developers, make it possible to change icons on 7 iphones",want to access zoom cloud,0.0
it has connectivity issues on iphone.,want to change screens,0.0
i would just like to finalize that ipad and iphone can connect a second pair of headphones via bluetooth.,want block function,0.0
"the zoom has always worked very well, it is very convenient, but recently it has become hanging,",good app for conducting facetime,0.0
"ask to drop data (name, surname, email) and send incomprehensible links to some conferences.",app has bad software,0.0
a large delay when demonstrating a computer window from a 4k display to an ipad.,want pip mode,0.0
there is no way to organize session rooms on the ipad.,want to manage multiple rooms,0.0
"when i went to a distance learning lesson, conferences always crashed and did not work",good for conferencing,0.0
why can not i register with iphone 7,unable to use disney plus on tv,0.0
"- can not easily change name once in a meeting
- chat does not save to beginning of call -- so if things are typed into chat a few minutes into the call, it has to be retyped when late attendees arrive.",want to have all settings,0.0
- you can not control audio from the app if you dial in on the phone,want to enter alphabets,0.0
- chat function is difficult to switch between group reply and personal chats -- i have seen many accidental chats,user has to enter password multiple times,0.0
- backgrounds do not have great interface --,want to update app on phone,0.0
really wish the mobile client allowed you to save recordings locally.,"pop up will not close even after tapping on ""x"" button",0.0
(iphone 8) is utterly incapable of connecting to any calls.,graphics is low and gameplay is very bad,0.0
i can not assign a picture to my profile for when i have my camera off.,does not swing even if there is 1gb of space,0.0
"and no where to upgrade the plan, please assigned a button for upgrade to others plan also.",improve zoom for users,0.0
please put the controls at the bottom of the screen.,zoom is good for interactive large groups,0.0
an option to touch the space bar to toggle mute/unmute would be wonderful.,want to use two devices simultaneously,0.0
every time i update my profile picture and join a meeting the profile picture looks blurred.,want to toggle small video box on/off,0.0
i do not understand why i can not get it to work on my apple laptop,want to do classes or meetings,0.0
"also, without me selecting that feature the app automatically blurs my background which creates a halo around me making my outline look very unnatural.",good for watching movies and serials,0.0
please allow me to unblur my background and utilize the full quality of my camera.,screen freezes and audio continues,0.0
"zoom & my airpods pro work great on my iphones but, the zoom app on my macbook air and the bluetooth glitches out like crazy and cuts in and out.",unable to skip ad,0.0
"really great app using just ""basic"" (or free.) version.",want to make individual participant boxes large,0.0
the interface (especially with regards to user controls) is hard to navigate.,have to sign in with tv provider as well to use the app,0.0
i only used it a cpl times yet my saved passcodes do not work.,pip mode is not available for android,0.0
"the ability to lock a breakout room from the inside, similar to the way we can lock a meeting, preventing others from joining.",want to add masks to phones,0.0
"if we could lock the breakout room and have the room display ""locked"" rather than listing the participants names, that would be great for facilitating private conversations.",play store is not working,0.0
the ability to limit who can hear the audible alert when a participant enters the waiting room.,want to unlock camera icon,0.0
my biggest complaint is the inability to turn off the intergeated calling features.,want to change background on iphone,0.0
not able to mirror screen onto smart tv,phone battery is not starting,0.0
we need add close caption for deaf who can not hear please you can put add for close captions on zoom by wednesday morning,want to restart device,0.0
there is not even a way to contact in any settings on the app.,app is bad and unable to load,0.0
and it said sign in failed in chinese,want to get virtual background option for ipad,0.0
this app would distract me a lot and it would glitch all the time and took all of the space on my laptop and it would always start and then the wi-fi would just shut down,want to continue study,0.0
"i love zoom for having meetings, but a problem that occurs occasionally is trying to mute someone or lower someone is hand but the list changing due to someone unmuting or raising/lowering their hand, causing me to mute the incorrect person.",want to rename name in zoom settings,0.0
logging onto a meeting is very easy,want to use virtual background,0.0
great experience using zoom all i wanted was more new features like video background editing option in ipad,apple phone has background option,0.0
zoom app is not opening in iphone 7 plus.,audio missing from meeting,0.0
it is so good to have facial recognition when discussing personal or professional work.,want to sign out from chinese language,0.0
sometimes i want to be anonymous in a meeting -every time i go to edit my name and put a new name in next time i go into zoom,video sound is low,0.0
difficult to get started to host a meeting,meeting gets disconnected,0.0
"what is that all about in other words, i cannot get into my own zoom room.",registration process is time consuming,0.0
"i love the zoom app, i just wish they would address a way to center view when you have an off-center camera on your device.",graphics quality is good,0.0
they are still sucking money out of my account with no means to cancel at this time.,tablet version has limited features,0.0
it is really helpful to be able to mute other people on zoom if they are accidentally unmuted or saying wrong things.,download speed is very slow,0.0
it is frustrating and maddening to be unable to connect with the others through zoom!,microphone is not working when joining from browser,0.0
i cannot connect to zoom meetings on my ipad.,good quality of conferences,0.0
screen goes black except for a little man icon in center --,prices are high,0.0
"no buttons, no way to drag down meeting controls from top, absolutely nothing i can do.",charge time is slow,0.0
i do not understand why the simple function of allowing us to change our status on the mobile app is not an option.,amount getting deducted without any notification,0.0
using zoom for online classes is super convenient and will not get stuck.,easy to open and start,0.0
host functionality is very glitchy on tablet or phone.,want to turn off screen rotation,0.0
"no integration with the password manager, so you must remember your password, and you will re-use the simple one you use for all the crap websites.",sound stopped working,0.0
almost no configurability of how participants are displayed.,want to put zoom on home screen,0.0
"for some inadequate reason, it always wants to launch through a web link, opening another useless tab, and adding a couple of useless clicks.",want to turn on orientation lock,0.0
there is no option to use breakout rooms.,good for children in lockdown time,0.0
it seems certain features have not appeared in the mobile version of zoom.,sound is constantly glitching,0.0
please add the feature to where we can close the zoom app & still watch a video/movie on the small screen.,want to record audio and video,0.0
2.- ability to know how many people are listening the foreign language.,good for emoji filters,0.0
i love to see smiling faces and continue building relationships through zoom!,update is taking too long,0.0
"it is good except you canot record on the ipad version, and you cannot have the chat up and see the screen.",hulu subscription is expensive,0.0
why is that music is not translated well on zoom?,good for korean lessons,0.0
i am going nuts trying to figure out a way to have a picture up while on a zoom (and i do not want to be seen live).,unable to use hulu on ios,0.0
"this app does most things i could do on a laptop, however, the ability to do breakout rooms is not on the app.",mobile app crashes frequently,0.0
I would like to be able to minis the screen while i scroll thru other apps,want to join zoom rooms,0.0
this app is very glitchy especially on a green screen background the ads are kind of false advertising because they look so high quality when in reality,want to adjust subtitle size on chromecast,0.0
you should also add a section where you can put in notes.,want to record a meeting,0.0
but when you try to screen share it is always lagging and you can not see what is going on.,educational uses only,0.0
once me and my friend where trying to watch a movie but when she tried i could not see it and when i tried she could not see.,video quality is best,0.0
I would like to be able to still see the meeting room info even when I have turned off the video.,facial recognition is good,0.0
